sector,buyer_tier,macro_scenario,amount_try,term_days,sme_age_months,sme_prior_invoices,sme_ontime_ratio,buyer_repeat_count,buyer_avg_days_late,true_default_prob,defaulted,days_late
textile,small_business,stable,113068.99,62,10,5,0.838,3,14.3,0.1579,0,9
textile,small_business,stable,138841.81,123,18,10,0.617,3,9.4,0.1997,0,0
electronics,mid_market,high_inflation,436362.54,53,19,11,0.652,3,0.8,0.0692,0,0
retail,small_business,high_inflation,287392.1,58,116,61,0.809,4,3.4,0.1241,0,0
construction,mid_market,high_inflation,7772.4,103,57,28,0.965,2,3.2,0.1651,0,1
textile,small_business,stable,6307.44,80,14,5,0.475,0,13.1,0.1931,0,0
food_beverage,mid_market,currency_shock,147875.2,63,10,6,0.92,6,0.5,0.0593,0,0
food_beverage,small_business,high_inflation,40272.86,95,36,19,0.699,2,0.8,0.1181,0,0
automotive,small_business,stable,56232.76,76,70,31,0.736,3,1.6,0.0941,0,0
electronics,small_business,high_inflation,7185.44,74,27,12,0.587,0,11.2,0.211,0,0
textile,mid_market,high_inflation,113446.58,64,6,5,0.746,1,1.2,0.0815,0,0
services,micro,currency_shock,50280.93,40,34,16,0.815,3,3.6,0.182,0,0
construction,small_business,high_inflation,44001.49,128,121,52,0.76,5,2.4,0.387,1,27
textile,mid_market,stable,189466.35,89,6,1,0.962,3,0.8,0.0589,0,5
automotive,small_business,stable,121738.67,60,32,17,0.845,4,0.2,0.0796,0,0
textile,small_business,stable,10947.39,100,48,18,0.904,2,1.3,0.1287,0,3
retail,mid_market,stable,66699.59,58,49,20,0.745,1,8.7,0.0527,0,11
services,mid_market,high_inflation,7284.33,15,89,33,0.77,3,6.8,0.0453,0,0
textile,small_business,stable,52512.66,65,11,7,0.725,3,2.8,0.1242,0,0
textile,mid_market,stable,33529.21,107,39,27,0.697,3,1.2,0.0719,0,0
food_beverage,small_business,currency_shock,32122.51,77,23,10,0.703,4,1.3,0.1426,0,1
food_beverage,mid_market,stable,163132.7,54,38,19,0.88,3,0.1,0.0316,0,0
retail,small_business,stable,36343.87,36,37,15,0.857,2,8.7,0.0894,0,0
logistics,small_business,stable,38717.46,35,37,18,0.754,2,0.7,0.1105,0,0
retail,micro,stable,199179.32,26,88,41,0.766,2,1.0,0.1051,1,55
food_beverage,mid_market,stable,72223.03,61,6,2,0.729,3,5.3,0.0409,0,10
textile,mid_market,stable,117966.93,120,9,3,0.971,2,0.0,0.065,0,0
construction,mid_market,stable,187917.06,89,91,39,0.884,4,6.8,0.1276,1,55
electronics,small_business,stable,43898.01,76,70,38,0.834,3,1.8,0.1061,0,0
electronics,enterprise,stable,36541.75,118,6,5,0.812,7,3.8,0.0291,0,0
electronics,small_business,stable,99224.85,51,37,22,0.793,5,2.1,0.0964,0,0
food_beverage,small_business,stable,68829.03,81,6,2,0.849,1,10.2,0.0976,0,0
construction,small_business,stable,89639.53,110,42,23,0.683,4,8.0,0.3129,0,17
automotive,small_business,stable,43015.12,77,31,12,0.836,1,7.2,0.1067,0,0
services,mid_market,stable,73438.49,15,150,51,0.832,3,3.4,0.0286,0,0
food_beverage,small_business,high_inflation,150064.73,63,49,35,0.968,4,5.2,0.1043,0,0
construction,small_business,stable,55421.94,140,55,27,0.812,1,1.6,0.276,0,0
food_beverage,mid_market,stable,22801.1,50,25,12,0.479,3,5.6,0.043,0,0
services,small_business,stable,94365.28,23,13,5,0.742,1,5.1,0.0656,1,28
automotive,small_business,stable,36790.04,105,32,22,0.679,3,2.2,0.1112,0,0
retail,small_business,high_inflation,53984.9,20,29,12,0.851,7,6.9,0.1086,0,0
logistics,enterprise,stable,9844.65,47,84,39,0.934,0,1.8,0.0242,0,0
electronics,small_business,high_inflation,56766.26,68,161,41,0.872,7,0.1,0.1335,1,22
logistics,mid_market,stable,99850.31,80,110,46,0.945,1,1.6,0.0658,0,6
electronics,mid_market,stable,36459.83,45,87,39,0.851,1,3.9,0.0481,0,0
construction,mid_market,currency_shock,60830.96,133,67,42,0.941,3,5.7,0.2593,1,34
textile,mid_market,stable,68986.37,107,8,2,0.689,2,1.4,0.0727,0,0
electronics,mid_market,stable,64776.65,85,40,19,0.721,2,3.4,0.0608,0,0
textile,mid_market,stable,431263.02,124,28,19,0.615,3,0.8,0.0786,0,0
services,mid_market,currency_shock,57941.85,26,90,39,0.919,3,7.2,0.0592,0,0
construction,mid_market,stable,10629.34,144,17,8,0.923,1,12.7,0.1804,0,0
food_beverage,mid_market,high_inflation,41254.8,63,152,43,0.961,4,9.2,0.0583,0,0
construction,small_business,currency_shock,107867.36,111,48,23,0.936,1,0.2,0.4037,0,0
agriculture,micro,high_inflation,15473.17,102,30,22,0.805,6,6.1,0.4511,0,0
agriculture,mid_market,currency_shock,44739.9,61,90,42,0.575,2,15.1,0.2199,0,13
textile,small_business,currency_shock,150980.93,62,18,7,0.884,4,7.5,0.2358,1,62
logistics,small_business,stable,168188.29,66,31,15,0.753,2,1.3,0.1326,0,2
food_beverage,mid_market,high_inflation,40081.88,44,55,32,0.793,3,0.1,0.0436,0,0
textile,mid_market,stable,19758.57,72,75,29,0.964,3,12.6,0.0753,0,0
logistics,mid_market,currency_shock,47167.45,32,82,40,0.949,2,3.0,0.0965,0,0
food_beverage,mid_market,stable,327034.16,15,6,3,0.886,2,7.2,0.0312,0,0
food_beverage,small_business,stable,105713.26,86,19,8,0.931,2,6.0,0.0862,0,0
automotive,small_business,high_inflation,19442.53,89,6,1,0.694,1,6.9,0.1662,0,7
automotive,small_business,currency_shock,18133.71,50,30,18,0.886,2,1.9,0.1416,0,0
services,enterprise,stable,18057.56,53,29,10,0.899,8,6.2,0.0161,0,0
textile,micro,high_inflation,45198.54,75,27,8,0.833,7,1.6,0.2521,1,91
food_beverage,small_business,stable,329846.92,25,61,27,0.825,2,2.3,0.059,0,0
retail,mid_market,stable,24924.26,21,6,1,0.696,7,2.1,0.0362,0,0
construction,micro,stable,199214.99,133,94,40,0.935,5,0.1,0.3651,1,171
logistics,micro,stable,55249.77,69,103,51,0.826,1,2.5,0.2032,0,0
construction,small_business,stable,106446.87,87,23,10,0.701,3,0.5,0.2258,0,0
textile,mid_market,high_inflation,19688.7,54,6,6,0.642,4,0.3,0.0786,0,0
textile,mid_market,stable,37761.38,100,28,14,0.799,6,11.3,0.0888,0,18
construction,enterprise,stable,22883.62,138,12,11,0.906,3,3.6,0.06,0,6
agriculture,micro,high_inflation,99458.16,57,43,21,0.545,3,0.3,0.3416,0,0
electronics,small_business,stable,290210.52,46,58,31,0.991,3,1.9,0.0855,0,0
textile,small_business,high_inflation,367862.41,107,56,39,0.953,3,6.0,0.2088,0,0
services,micro,high_inflation,25096.25,40,57,33,0.852,1,4.3,0.1422,0,0
food_beverage,small_business,stable,36158.47,83,6,4,0.666,2,1.6,0.0833,0,2
electronics,small_business,currency_shock,95178.56,59,47,24,0.863,3,9.2,0.2145,0,7
food_beverage,small_business,high_inflation,57773.19,37,9,6,0.652,3,0.2,0.089,1,37
retail,enterprise,stable,37974.95,15,96,44,0.826,1,6.1,0.0159,0,0
automotive,enterprise,currency_shock,403843.44,77,105,44,0.828,2,6.0,0.0401,1,88
construction,small_business,stable,18788.97,104,24,13,0.898,3,0.9,0.227,1,28
construction,small_business,stable,99509.69,108,53,37,0.878,1,14.6,0.3359,0,0
automotive,enterprise,currency_shock,7311.1,67,110,49,0.766,6,5.8,0.0389,0,0
food_beverage,small_business,currency_shock,19127.21,62,6,3,0.519,0,7.3,0.1698,0,0
logistics,small_business,stable,64285.75,42,64,42,0.725,4,1.5,0.1193,0,0
food_beverage,small_business,stable,32937.86,69,8,6,0.72,2,1.9,0.0773,0,0
textile,small_business,high_inflation,10911.18,97,20,14,0.737,5,4.6,0.211,0,0
automotive,mid_market,stable,23803.42,63,82,43,0.929,4,1.4,0.0406,0,0
food_beverage,small_business,currency_shock,139243.05,15,29,10,0.76,7,0.6,0.0972,1,97
electronics,small_business,stable,89103.69,65,8,4,0.939,2,0.7,0.0928,0,0
food_beverage,small_business,stable,16558.62,35,14,8,0.67,7,7.7,0.078,0,0
textile,small_business,high_inflation,71066.92,62,97,46,0.732,4,4.5,0.1799,0,0
agriculture,small_business,currency_shock,19220.3,71,6,3,0.752,3,24.2,0.5172,0,7
services,small_business,stable,241560.67,45,6,2,0.774,6,4.1,0.0713,0,19
logistics,small_business,currency_shock,94522.9,52,38,13,0.71,2,1.6,0.2282,0,0
services,mid_market,high_inflation,51480.61,38,113,50,0.9,4,2.7,0.0437,0,0
textile,mid_market,stable,5000.0,110,6,4,0.928,3,5.6,0.0755,0,12
textile,small_business,currency_shock,42473.43,72,6,5,0.893,4,0.7,0.202,0,0
textile,small_business,currency_shock,63948.2,96,29,8,0.937,4,13.4,0.3116,0,0
agriculture,micro,high_inflation,12790.72,125,58,30,0.577,3,1.0,0.4646,0,0
services,micro,stable,152296.94,46,12,12,0.626,2,1.8,0.1064,1,25
food_beverage,micro,stable,16675.08,77,14,3,0.684,4,11.7,0.1596,0,0
services,micro,high_inflation,172107.06,57,64,36,0.72,4,4.6,0.1658,0,0
logistics,small_business,currency_shock,47094.42,60,21,8,0.567,3,1.9,0.2539,0,0
retail,small_business,stable,207986.51,20,41,15,0.854,2,0.9,0.0649,0,0
construction,mid_market,stable,5000.0,96,100,42,0.862,4,7.4,0.135,0,0
agriculture,mid_market,high_inflation,416650.1,73,78,51,0.81,4,6.9,0.1349,0,0
food_beverage,mid_market,currency_shock,66539.97,55,159,40,0.794,3,9.1,0.077,0,3
agriculture,small_business,stable,21711.85,74,28,9,0.863,5,2.4,0.1663,0,0
textile,small_business,currency_shock,60422.39,83,6,2,0.673,1,0.6,0.2316,0,0
logistics,small_business,stable,93332.79,27,20,11,0.895,1,7.2,0.1204,0,0
construction,small_business,high_inflation,12333.13,112,30,15,0.886,3,13.1,0.4595,1,39
textile,mid_market,high_inflation,87944.8,90,54,25,0.709,4,17.8,0.143,0,0
agriculture,small_business,stable,125790.42,117,6,2,0.867,1,0.1,0.1852,0,6
logistics,small_business,stable,14591.41,32,62,33,0.958,3,3.2,0.1076,0,0
textile,enterprise,currency_shock,81100.75,112,52,21,0.606,1,1.1,0.0585,0,0
logistics,small_business,currency_shock,163154.43,15,51,26,0.883,4,2.6,0.1768,0,0
electronics,mid_market,stable,19532.16,51,39,23,0.746,4,5.2,0.0539,0,0
textile,small_business,high_inflation,108247.71,102,166,44,0.587,0,2.7,0.2159,1,12
construction,small_business,currency_shock,69013.47,144,110,52,0.825,4,3.4,0.5296,1,10
services,small_business,stable,17208.5,42,15,7,0.75,6,0.3,0.063,0,2
retail,enterprise,stable,110574.45,68,46,27,0.992,1,17.9,0.0264,0,0
construction,mid_market,stable,35995.47,108,68,34,0.6,0,1.4,0.1321,0,0
automotive,small_business,stable,53618.63,108,21,9,0.811,2,2.6,0.108,0,2
electronics,small_business,stable,214387.23,52,37,22,0.867,2,0.4,0.0888,0,0
electronics,small_business,high_inflation,107924.06,94,39,20,0.83,2,4.7,0.176,0,2
construction,small_business,currency_shock,41764.77,146,12,4,0.725,3,4.0,0.5656,1,19
textile,micro,high_inflation,69552.63,93,91,50,0.805,3,3.3,0.2917,1,72
textile,small_business,stable,251659.75,106,59,31,0.807,2,5.2,0.1548,1,18
services,small_business,high_inflation,213478.79,32,21,10,0.993,1,10.8,0.1012,0,28
construction,small_business,high_inflation,76986.39,93,6,2,0.951,4,4.0,0.3259,0,0
retail,small_business,stable,104842.81,17,65,26,0.865,4,1.1,0.0639,0,15
textile,mid_market,stable,7809.53,83,53,34,0.87,7,1.0,0.0601,0,0
textile,small_business,stable,73033.84,75,24,16,0.935,1,7.5,0.1363,0,0
retail,small_business,high_inflation,129909.09,54,52,30,0.848,1,5.2,0.1258,0,2
textile,small_business,currency_shock,25113.72,100,6,3,0.714,5,1.2,0.2505,0,0
agriculture,mid_market,high_inflation,70927.08,90,20,17,0.766,4,22.7,0.212,0,8
food_beverage,mid_market,stable,34507.07,62,23,4,0.967,0,5.4,0.0372,0,0
food_beverage,small_business,stable,95961.6,65,6,3,0.748,4,2.2,0.0756,0,5
food_beverage,mid_market,stable,25348.0,18,57,28,0.829,4,6.1,0.0316,0,12
services,mid_market,stable,98183.15,15,14,7,0.886,3,6.0,0.0301,0,0
construction,small_business,high_inflation,486844.71,173,69,33,0.832,0,24.3,0.7361,1,103
automotive,enterprise,stable,26512.09,46,25,14,0.813,5,13.8,0.0233,0,0
textile,enterprise,stable,24830.88,85,24,12,0.774,3,1.9,0.0279,0,0
agriculture,small_business,stable,12440.42,81,77,42,0.707,3,1.3,0.1772,0,1
logistics,mid_market,currency_shock,12439.17,17,11,5,0.624,5,5.1,0.1072,0,0
food_beverage,small_business,stable,58344.71,61,180,47,0.965,2,0.1,0.0632,0,0
agriculture,small_business,currency_shock,16583.12,64,48,23,0.898,2,10.6,0.3524,0,0
agriculture,micro,currency_shock,21067.45,112,43,21,0.806,4,1.1,0.5195,1,45
automotive,enterprise,high_inflation,33628.89,81,46,31,0.895,3,2.5,0.0278,0,0
retail,mid_market,stable,28314.93,97,43,19,0.703,3,1.0,0.0514,0,0
logistics,enterprise,stable,17898.44,49,6,4,0.742,2,4.8,0.0291,0,0
food_beverage,small_business,stable,80268.64,60,28,17,0.754,3,1.4,0.0717,0,7
logistics,mid_market,stable,18802.02,67,6,7,0.812,6,4.7,0.072,0,0
automotive,small_business,stable,20122.19,70,22,14,0.955,1,7.2,0.0982,0,0
construction,enterprise,high_inflation,13963.82,115,24,11,0.913,1,4.3,0.0784,0,0
construction,micro,stable,51858.84,101,16,11,0.629,0,1.8,0.3866,1,152
textile,micro,high_inflation,35581.24,80,183,60,0.962,4,1.3,0.2417,0,0
electronics,mid_market,currency_shock,29435.65,40,70,37,0.968,0,1.4,0.0743,0,3
textile,enterprise,currency_shock,49860.78,137,13,4,0.739,6,1.1,0.061,0,0
food_beverage,mid_market,stable,111290.99,83,36,13,0.4,2,2.1,0.0467,0,14
textile,micro,high_inflation,15688.91,97,17,10,0.984,5,3.1,0.273,0,0
logistics,small_business,high_inflation,15828.57,38,30,13,0.966,1,0.2,0.1413,0,18
agriculture,small_business,currency_shock,17595.11,85,15,7,0.776,4,9.4,0.3968,1,17
logistics,small_business,currency_shock,11380.56,78,33,18,0.759,2,1.6,0.2547,0,0
textile,small_business,high_inflation,36247.72,94,56,30,0.4,5,0.1,0.2061,0,0
construction,mid_market,stable,210053.87,98,47,35,0.818,2,10.0,0.1483,0,0
food_beverage,enterprise,stable,23214.84,83,77,40,0.823,6,3.3,0.0176,0,0
retail,micro,currency_shock,52195.67,18,79,29,0.745,0,1.2,0.1829,0,0
textile,small_business,high_inflation,9167.26,84,66,40,0.689,1,1.4,0.1845,0,0
textile,small_business,currency_shock,38248.18,74,24,8,0.9,2,0.9,0.2045,1,64
logistics,mid_market,currency_shock,33000.25,56,91,52,0.838,8,2.2,0.1128,1,123
services,mid_market,high_inflation,54124.75,37,21,11,0.922,0,3.5,0.0442,0,0
automotive,enterprise,currency_shock,23492.78,32,39,20,0.842,3,1.0,0.0271,0,0
logistics,small_business,stable,155173.18,54,35,16,0.745,5,8.0,0.1521,0,28
construction,small_business,stable,2895579.2,119,67,37,0.956,3,1.4,0.3575,0,0
logistics,mid_market,stable,429168.33,80,44,23,0.656,5,2.9,0.0772,0,0
logistics,mid_market,currency_shock,20326.21,46,6,4,0.877,3,6.5,0.1193,0,0
food_beverage,small_business,stable,34142.97,86,181,56,0.879,5,7.5,0.0917,0,0
textile,small_business,stable,38742.74,107,48,22,0.58,3,3.1,0.1601,0,0
food_beverage,small_business,currency_shock,12530.31,38,36,19,0.481,6,12.5,0.1728,0,0
textile,small_business,stable,24401.54,137,100,45,0.677,4,0.4,0.1584,0,0
logistics,mid_market,high_inflation,37681.8,23,6,3,0.966,6,8.9,0.0832,0,0
construction,small_business,stable,18883.88,113,51,26,0.87,1,3.1,0.2551,0,0
retail,mid_market,currency_shock,90341.66,68,66,23,0.887,3,3.6,0.0814,0,0
textile,small_business,currency_shock,99282.75,118,51,16,0.744,1,1.3,0.2667,1,46
electronics,small_business,currency_shock,71126.45,64,8,2,0.87,4,7.0,0.2068,0,0
textile,enterprise,stable,12698.02,100,10,6,0.615,2,9.7,0.0394,0,0
retail,mid_market,high_inflation,27070.59,39,121,40,0.8,1,1.8,0.0535,0,4
textile,enterprise,stable,27560.66,119,69,35,0.803,2,18.1,0.0478,0,0
food_beverage,small_business,stable,16227.26,80,22,11,0.584,3,5.5,0.0954,0,0
textile,enterprise,currency_shock,29125.9,129,31,16,0.945,2,2.6,0.057,0,0
electronics,micro,currency_shock,14081.96,59,22,10,0.663,5,0.9,0.2754,0,3
agriculture,small_business,stable,141478.97,113,66,40,0.96,0,8.5,0.2243,0,0
logistics,mid_market,stable,53892.29,35,78,41,0.888,0,0.2,0.0513,0,0
logistics,small_business,high_inflation,101465.47,77,42,29,0.815,3,13.6,0.2652,0,0
textile,enterprise,currency_shock,37663.42,88,19,6,0.776,2,7.3,0.0594,0,0
textile,mid_market,currency_shock,16405.8,85,12,5,0.817,1,3.4,0.1205,0,0
automotive,micro,currency_shock,66655.74,95,50,26,0.712,2,1.9,0.2824,0,0
retail,mid_market,high_inflation,114717.48,27,235,48,0.754,4,4.1,0.0546,0,0
construction,small_business,stable,32626.59,110,48,23,0.959,2,8.5,0.282,0,1
logistics,small_business,high_inflation,18915.87,64,72,34,0.857,3,6.9,0.2077,0,8
logistics,micro,currency_shock,8989.7,51,37,18,0.686,0,2.2,0.351,1,11
construction,micro,stable,13753.06,137,37,17,0.777,2,6.2,0.4757,0,0
logistics,enterprise,high_inflation,75267.5,72,166,55,0.892,2,0.1,0.0371,0,0
electronics,mid_market,stable,29719.8,27,18,12,0.683,4,9.9,0.0548,0,0
retail,small_business,currency_shock,41174.19,55,105,62,0.956,1,0.0,0.1325,0,1
services,small_business,currency_shock,14079.88,44,23,17,0.733,1,2.8,0.1251,0,0
automotive,enterprise,stable,8475.16,89,131,41,0.743,7,1.8,0.0215,0,0
services,enterprise,high_inflation,46907.79,49,6,2,0.648,3,8.4,0.0259,0,0
automotive,small_business,high_inflation,132385.39,60,6,4,0.861,4,1.3,0.1149,0,0
logistics,enterprise,currency_shock,144150.77,40,22,8,0.87,2,4.9,0.0474,0,8
construction,enterprise,high_inflation,32887.64,121,6,0,0.961,4,2.1,0.0735,0,0
agriculture,enterprise,high_inflation,13230.11,64,52,24,0.845,1,7.9,0.0561,0,4
electronics,mid_market,stable,221500.95,37,7,4,0.688,4,3.5,0.0486,0,0
textile,small_business,stable,41881.33,99,72,33,0.732,4,12.7,0.1881,0,0
textile,small_business,high_inflation,186806.93,85,48,12,0.883,2,5.4,0.1927,1,35
electronics,mid_market,stable,208394.24,26,26,14,0.766,6,3.7,0.0445,0,1
construction,small_business,currency_shock,34212.83,131,66,30,0.714,2,15.8,0.7259,0,0
retail,enterprise,currency_shock,114272.38,55,27,17,0.824,1,7.2,0.0372,0,0
construction,small_business,stable,14108.56,104,45,26,0.938,1,17.4,0.3416,0,5
retail,micro,stable,66305.44,43,6,4,0.782,3,0.6,0.1137,1,40
logistics,micro,stable,26084.66,15,51,27,0.941,3,4.7,0.1529,0,0
electronics,mid_market,stable,80749.41,41,61,33,0.641,2,4.0,0.0514,0,0
electronics,mid_market,high_inflation,43305.67,56,6,2,0.881,2,4.0,0.0707,0,0
food_beverage,mid_market,stable,12009.46,91,12,7,0.829,2,7.2,0.0476,0,0
services,small_business,stable,46033.31,15,6,5,0.549,3,5.2,0.0676,0,0
services,enterprise,currency_shock,20893.4,34,14,6,0.798,6,7.9,0.0285,0,1
construction,small_business,high_inflation,81861.73,92,34,15,0.557,4,0.2,0.339,0,0
construction,enterprise,stable,43948.48,124,42,25,0.589,3,5.3,0.0682,0,0
logistics,mid_market,currency_shock,17129.93,44,6,0,0.933,5,5.0,0.1104,0,0
electronics,small_business,currency_shock,14971.3,93,11,4,0.968,1,11.2,0.252,0,0
agriculture,enterprise,currency_shock,38221.92,87,65,38,0.802,0,3.5,0.0722,0,0
electronics,small_business,stable,133217.04,26,43,23,0.752,5,11.3,0.1096,1,68
food_beverage,small_business,stable,12206.12,68,23,6,0.732,2,4.4,0.0824,0,0
textile,mid_market,currency_shock,35316.97,109,6,5,0.817,0,16.7,0.1863,0,0
construction,mid_market,stable,528198.92,123,12,5,0.625,1,5.1,0.1553,0,0
automotive,enterprise,stable,148175.34,28,33,14,0.785,4,0.2,0.0147,0,0
services,mid_market,currency_shock,35732.66,62,81,53,0.654,0,4.2,0.0739,0,0
construction,mid_market,stable,175704.9,103,70,35,0.924,2,6.5,0.1317,0,6
construction,mid_market,stable,169942.06,135,57,26,0.91,5,3.6,0.1383,0,21
agriculture,micro,stable,180561.23,83,15,5,0.706,3,4.5,0.2954,0,0
electronics,enterprise,stable,18308.74,101,6,2,0.65,1,0.2,0.026,0,0
construction,small_business,high_inflation,325917.48,110,59,26,0.932,5,9.8,0.4132,1,40
textile,enterprise,stable,69803.7,87,14,7,0.784,3,3.0,0.029,0,0
construction,mid_market,high_inflation,47578.57,125,20,11,0.773,3,1.0,0.1823,0,12
construction,small_business,stable,94483.25,117,11,3,0.95,5,2.3,0.2438,1,30
automotive,small_business,currency_shock,82538.13,59,38,18,0.859,4,12.3,0.1988,0,0
textile,enterprise,stable,22214.42,94,30,15,0.823,1,1.2,0.0278,1,18
electronics,mid_market,stable,60350.14,63,6,3,0.875,4,6.3,0.0559,0,8
retail,mid_market,high_inflation,14016.4,15,9,4,0.962,6,1.8,0.0432,0,4
textile,small_business,high_inflation,20352.46,104,20,11,0.98,4,4.8,0.1969,1,41
automotive,enterprise,high_inflation,148341.95,73,105,45,0.791,2,1.0,0.0267,0,0
textile,mid_market,stable,79673.62,66,31,14,0.669,3,1.6,0.0615,1,30
retail,mid_market,stable,96873.3,35,101,46,0.847,4,4.8,0.0401,0,0
automotive,small_business,high_inflation,22320.85,49,6,5,0.836,4,0.6,0.1072,0,0
retail,mid_market,high_inflation,129767.96,15,21,9,0.861,3,3.5,0.0476,0,0
textile,mid_market,high_inflation,21670.5,108,36,25,0.792,4,10.7,0.1272,1,22
services,mid_market,stable,24041.53,45,70,44,0.738,7,1.2,0.0332,0,0
textile,mid_market,currency_shock,66858.42,68,6,2,0.758,4,0.3,0.1033,0,0
logistics,micro,high_inflation,15013.73,59,66,32,0.839,6,11.8,0.3467,1,42
automotive,mid_market,currency_shock,29728.7,97,15,7,0.628,3,0.9,0.095,0,0
automotive,small_business,stable,5000.0,90,31,17,0.948,2,0.8,0.0894,0,0
automotive,small_business,stable,22440.31,74,98,52,0.571,6,11.0,0.1293,0,0
automotive,enterprise,currency_shock,15536.82,78,56,28,0.726,4,0.2,0.0352,0,0
construction,small_business,stable,64295.11,137,59,27,0.65,5,7.9,0.35,0,0
services,small_business,high_inflation,54471.63,34,9,3,0.928,4,5.2,0.0911,0,0
automotive,mid_market,stable,92804.09,65,127,36,0.743,0,1.9,0.045,0,0
automotive,mid_market,currency_shock,25691.5,70,26,18,0.651,2,11.4,0.1118,0,25
services,micro,stable,107649.39,34,103,56,0.929,1,1.2,0.0863,1,10
retail,mid_market,stable,121106.02,26,23,11,0.866,4,4.9,0.0378,0,0
